data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido
2020-09-18T17:00:00,ITA,2387,208,2595,39862,42457,1044,1907,216807,35668,239692,55240,294932,10246163,6187258,,,,,,,,
2020-09-19T17:00:00,ITA,2380,215,2595,40566,43161,704,1638,217716,35692,240377,56192,296569,10349386,6248028,,,,,,,,
2020-09-20T17:00:00,ITA,2365,222,2587,41511,44098,937,1587,218351,35707,241017,57139,298156,10432814,6302761,,,,,,,,
2020-09-21T17:00:00,ITA,2475,232,2707,42372,45079,981,1350,218703,35724,241638,57868,299506,10488676,6342654,,,,,,,,
2020-09-22T17:00:00,ITA,2604,239,2843,42646,45489,410,1392,219670,35738,242173,58724,300897,10575979,6391999,,,,,,,,
2020-09-23T17:00:00,ITA,2658,244,2902,43212,46114,625,1640,220665,35758,242958,59579,302537,10679675,6455762,,,,,,,,
2020-09-24T17:00:00,ITA,2731,246,2977,43803,46780,666,1786,221762,35781,243680,60643,304323,10787694,6520661,,,,,,,,
2020-09-25T17:00:00,ITA,2737,244,2981,44737,47718,938,1912,222716,35801,244489,61746,306235,10894963,6584670,,,,,,,,
2020-09-26T17:00:00,ITA,2746,247,2993,45600,48593,875,1869,223693,35818,245365,62739,308104,10999350,6646695,,,,,,,,
2020-09-27T17:00:00,ITA,2846,254,3100,46518,49618,1025,1766,224417,35835,246156,63714,309870,11087064,6700432,,,,,,,,
2020-09-28T17:00:00,ITA,2977,264,3241,47082,50323,705,1494,225190,35851,246842,64522,311364,11138173,6732777,,,,,,,,
2020-09-29T17:00:00,ITA,3048,271,3319,47311,50630,307,1648,226506,35875,247628,65383,313011,11228358,6786395,,,,,,,,
2020-09-30T17:00:00,ITA,3047,280,3327,47936,51263,633,1851,227704,35894,248613,66248,314861,11333922,6848755,,,,,,,,
2020-10-01T17:00:00,ITA,3097,291,3388,49259,52647,1384,2548,228844,35918,249940,67469,317409,11452158,6916588,,,,,,,,
2020-10-02T17:00:00,ITA,3142,294,3436,50561,53997,1350,2499,229970,35941,251377,68531,319908,11572459,6988317,,,,,,,,
2020-10-03T17:00:00,ITA,3205,297,3502,52064,55566,1569,2844,231217,35968,252951,69800,322751,11691391,7057949,,,,,,,,
2020-10-04T17:00:00,ITA,3287,303,3590,53839,57429,1863,2578,231914,35986,254348,70981,325329,11784105,7117315,,,,,,,,
2020-10-05T17:00:00,ITA,3487,323,3810,55093,58903,1474,2257,232681,36002,255576,72010,327586,11844346,7153866,,,,,,,,
2020-10-06T17:00:00,ITA,3625,319,3944,56190,60134,1231,2677,234099,36030,256986,73277,330263,11944088,7216379,,,,,,,,
2020-10-07T17:00:00,ITA,3782,337,4119,58457,62576,2442,3678,235303,36061,258884,75056,333940,12069402,7296766,,,,,,,,
2020-10-08T17:00:00,ITA,3925,358,4283,61669,65952,3376,4458,236363,36083,261304,77094,338398,12197500,7365751,,,,,,,,
2020-10-09T17:00:00,ITA,4086,387,4473,65637,70110,4158,5372,237549,36111,264137,79633,343770,12326971,7443593,,,,,,,,
2020-10-10T17:00:00,ITA,4336,390,4726,70103,74829,4719,5724,238525,36140,267320,82174,349494,12460055,7523702,,,,,,,,
2020-10-11T17:00:00,ITA,4519,420,4939,74136,79075,4246,5456,239709,36166,270510,84440,354950,12564713,7592410,,,,,,,,
2020-10-12T17:00:00,ITA,4821,452,5273,77491,82764,3689,4619,240600,36205,272960,86609,359569,12650155,7652059,,,,,,,,
2020-10-13T17:00:00,ITA,5076,514,5590,81603,87193,4429,5901,242028,36246,276267,89200,365467,12762699,7722319,,,,,,,,
2020-10-14T17:00:00,ITA,5470,539,6009,86436,92445,5252,7332,244065,36289,280479,92320,372799,12914895,7809920,,,,,,,,
2020-10-15T17:00:00,ITA,5796,586,6382,92884,99266,6821,8804,245964,36372,285569,96033,381602,13077827,7908462,,,,,,,,
2020-10-16T17:00:00,ITA,6178,638,6816,100496,107312,8046,10010,247872,36427,291410,100201,391611,13228204,8000864,,,,,,,,
2020-10-17T17:00:00,ITA,6617,705,7322,109613,116935,9623,10925,249127,36474,297983,104553,402536,13394041,8104190,,,,,,,,
2020-10-18T17:00:00,ITA,7131,750,7881,118356,126237,9302,11705,251461,36543,305260,108981,414241,13540582,8199744,,,,,,,,
2020-10-19T17:00:00,ITA,7676,797,8473,125530,134003,7766,9338,252959,36616,310881,112697,423578,13639444,8265568,,,,,,,,
2020-10-20T17:00:00,ITA,8454,870,9324,133415,142739,8736,10874,255005,36705,315734,118715,434449,13784181,8353248,,,,,,,,
2020-10-21T17:00:00,ITA,9057,926,9983,145459,155442,12703,15199,257374,36832,324455,125193,449648,13962029,8459736,,,,,,,,
2020-10-22T17:00:00,ITA,9694,992,10686,158616,169302,13860,16079,259456,36968,333450,132276,465726,14132421,8564608,,,,,,,,
2020-10-23T17:00:00,ITA,10549,1049,11598,174404,186002,16700,19143,261808,37059,344414,140455,484869,14314453,8679107,,,,,,,,
2020-10-24T17:00:00,ITA,11287,1128,12415,190767,203182,17180,19644,264117,37210,355768,148741,504509,14492122,8788780,,,,,,,,
2020-10-25T17:00:00,ITA,12006,1208,13214,209027,222241,19059,21273,266203,37338,369359,156423,525782,14654002,8890656,,,,,,,,
2020-10-26T17:00:00,ITA,12997,1284,14281,222403,236684,14443,17012,268626,37479,378783,164006,542789,14778688,8969472,,,,,,,,
2020-10-27T17:00:00,ITA,13955,1411,15366,239724,255090,18406,21994,271988,37700,391879,172899,564778,14953086,9075818,,,,,,,,
2020-10-28T17:00:00,ITA,14981,1536,16517,259940,276457,21367,24991,275404,37905,406130,183636,589766,15152038,9197638,,,,,,,,
2020-10-29T17:00:00,ITA,15964,1651,17615,281576,299191,22734,26831,279282,38122,421834,194761,616595,15353490,9316495,,,,,,,,
2020-10-30T17:00:00,ITA,16994,1746,18740,307046,325786,26595,31084,283567,38321,439297,208377,647674,15568575,9446183,,,,,,,,
2020-10-31T17:00:00,ITA,17966,1843,19809,331577,351386,25600,31758,289426,38618,460502,218928,679430,15784461,9578462,,,,,,,,
2020-11-01T17:00:00,ITA,18902,1939,20841,357288,378129,26743,29907,292380,38826,474270,235065,709335,15967918,9695940,,,,,,,,
2020-11-02T17:00:00,ITA,19840,2022,21862,374650,396512,18383,22253,296017,39059,487976,243612,731588,16103649,9783603,,,,,,,,
2020-11-03T17:00:00,ITA,21114,2225,23339,394803,418142,21630,28244,302275,39412,503468,256361,759829,16285936,9893535,,,,,,,,
2020-11-04T17:00:00,ITA,22116,2292,24408,418827,443235,25093,30550,307378,39747,520799,269578,790377,16497767,10021035,,,,,,,,
2020-11-05T17:00:00,ITA,23256,2391,25647,446701,472348,29113,34505,312339,40192,541173,283706,824879,16717651,10155585,,,,,,,,
2020-11-06T17:00:00,ITA,24005,2515,26520,472598,499118,26770,37809,322925,40638,562010,300671,862681,16951896,10290151,,,,,,,,
2020-11-07T17:00:00,ITA,25109,2634,27743,504793,532536,33418,39811,328891,41063,583660,318830,902490,17183569,10427797,,,,,,,,
2020-11-08T17:00:00,ITA,26440,2749,29189,529447,558636,26100,32616,335074,41394,601403,333701,935104,17374713,10547046,,,,,,,,
2020-11-09T17:00:00,ITA,27636,2849,30485,542849,573334,14698,25271,345289,41750,614843,345530,960373,17522438,10635747,,,,,,,,
2020-11-10T17:00:00,ITA,28633,2971,31604,558506,590110,16776,35098,363023,42330,636202,359261,995463,17740196,10765561,,,,,,,,
2020-11-11T17:00:00,ITA,29444,3081,32525,580833,613358,23248,32961,372113,42953,657205,371219,1028424,17965836,10891971,,,,,,,,
2020-11-12T17:00:00,ITA,29873,3170,33043,602011,635054,21696,37978,387758,43589,674591,391810,1066401,18200508,11025449,,,,,,,,
2020-11-13T17:00:00,ITA,30914,3230,34144,629782,663926,28872,40902,399238,44139,697312,409991,1107303,18455416,11170324,,,,,,,,
2020-11-14T17:00:00,ITA,31398,3306,34704,653731,688435,24509,37255,411434,44683,718482,426070,1144552,18683111,11305441,,,,,,,,
2020-11-15T17:00:00,ITA,32047,3422,35469,677021,712490,24055,33979,420810,45229,736846,441683,1178529,18878386,11416172,,,,,,,,
2020-11-16T17:00:00,ITA,32536,3492,36028,681756,717784,5294,27354,442364,45733,751766,454115,1205881,19031049,11505254,,,,,,,,
2020-11-17T17:00:00,ITA,33074,3612,36686,697124,733810,16026,32191,457798,46464,770282,467790,1238072,19239507,11620187,,,,,,,,
2020-11-18T17:00:00,ITA,33504,3670,37174,705994,743168,9358,34282,481967,47217,784687,487665,1272352,19474341,11744424,,,,,,,,
2020-11-19T17:00:00,ITA,33610,3712,37322,724349,761671,18503,36176,498987,47870,802852,505676,1308528,19724527,11882821,,,,,,,,
2020-11-20T17:00:00,ITA,33957,3748,37705,739471,777176,15505,37242,520022,48569,825417,520350,1345767,19962604,11999674,,,,,,,,
2020-11-21T17:00:00,ITA,34063,3758,37821,753925,791746,14570,34767,539524,49261,844177,536354,1380531,20199829,12120989,,,,,,,,
2020-11-22T17:00:00,ITA,34279,3801,38080,767867,805947,14201,28337,553098,49823,858957,549911,1408868,20388576,12225850,,,,,,,,
2020-11-23T17:00:00,ITA,34697,3810,38507,758342,796849,-9098,22930,584493,50453,870461,561334,1431795,20537521,12303705,,,,,,,,
2020-11-24T17:00:00,ITA,34577,3816,38393,759993,798386,1537,23232,605330,51306,882238,572784,1455022,20726180,12398952,,,,,,,,
2020-11-25T17:00:00,ITA,34313,3848,38161,753536,791697,-6689,25853,637149,52028,896155,584719,1480874,20956187,12513129,,,,,,,,
2020-11-26T17:00:00,ITA,34038,3846,37884,757961,795845,4148,29003,661180,52850,914390,595485,1509875,21188898,12623390,,,,,,,,
2020-11-27T17:00:00,ITA,33684,3782,37466,750427,787893,-7952,28352,696647,53677,928191,610026,1538217,21411701,12729411,,,,,,,,
2020-11-28T17:00:00,ITA,33299,3762,37061,752247,789308,1415,26323,720861,54363,942048,622484,1564532,21637641,12842250,,,,,,,,
2020-11-29T17:00:00,ITA,32879,3753,36632,759139,795771,6463,20648,734503,54904,958832,626346,1585178,21814575,12922382,,,,,,,,
2020-11-30T17:00:00,ITA,33187,3744,36931,751540,788471,-7300,16377,757507,55576,966577,634977,1601554,21945099,12986634,,,,,,,,
2020-12-01T17:00:00,ITA,32811,3663,36474,743471,779945,-8526,19350,784595,56361,971784,649117,1620901,22127199,13071746,,,,,,,,
2020-12-02T17:00:00,ITA,32454,3616,36070,725160,761230,-18715,20709,823335,57045,988470,653140,1641610,22334342,13167345,,,,,,,,
2020-12-03T17:00:00,ITA,31772,3597,35369,724613,759982,-1248,23225,846809,58038,0,0,1664829,22554389,13264937,,217,,,,,,
2020-12-04T17:00:00,ITA,31200,3567,34767,722935,757702,-2280,24099,872385,58852,,,1688939,22767130,13348428,,201,,,,,,
2020-12-05T17:00:00,ITA,30158,3517,33675,720494,754169,-3533,21052,896308,59514,,,1709991,22962114,14243149,,192,,,,,,
2020-12-06T17:00:00,ITA,30391,3454,33845,721461,755306,1137,18887,913494,60078,,,1728878,23125664,13510154,,150,,,,,,
2020-12-07T17:00:00,ITA,30524,3382,33906,714913,748819,-6487,13720,933132,60606,,,1742557,23236881,13563263,,144,,,,,,
2020-12-08T17:00:00,ITA,30081,3345,33426,704099,737525,-11294,14842,958629,61240,,,1757394,23386113,13622814,,192,,,,,,
2020-12-09T17:00:00,ITA,29653,3320,32973,677542,710515,-27010,12756,997895,61739,,,1770149,23504588,13673746,,152,,,,,,
2020-12-10T17:00:00,ITA,29088,3291,32379,664148,696527,-13988,16999,1027994,62626,,,1787147,23676174,13744859,,251,,,,,,
2020-12-11T17:00:00,ITA,28562,3265,31827,658496,690323,-6204,18727,1052163,63387,,,1805873,23866590,13823013,,208,,,,,,
2020-12-12T17:00:00,ITA,28066,3199,31265,653583,684848,-5475,19903,1076891,64036,,,1825775,24063029,13901576,,195,,,,,,
2020-12-13T17:00:00,ITA,27735,3158,30893,655138,686031,1183,17938,1093161,64520,,,1843712,24215726,13971600,,152,,,,,,
2020-12-14T17:00:00,ITA,27765,3095,30860,644249,675109,-10922,12030,1115617,65011,,,1855737,24319310,14022752,,138,,,,,,
2020-12-15T17:00:00,ITA,27342,3003,30345,632968,663313,-11796,14844,1141406,65857,,,1870576,24483741,14086989,,199,,,,,,
2020-12-16T17:00:00,ITA,26897,2926,29823,615883,645706,-17607,17572,1175901,66537,,,1888144,24683230,14165961,,191,,,,,,
2020-12-17T17:00:00,ITA,26427,2855,29282,606061,635343,-10363,18236,1203814,67220,,,1906377,24635720,14246739,,183,,,,,,
2020-12-18T17:00:00,ITA,25769,2819,28588,599210,627798,-7545,17992,1226086,67894,,,1921778,24815520,14150088,,189,,,,,,
2020-12-19T17:00:00,ITA,25364,2784,28148,592018,620166,-7632,16308,1249470,68447,,,1938083,24991705,14225200,,160,,,,,,
2020-12-20T17:00:00,ITA,25158,2743,27901,594859,622760,2594,15104,1261626,68799,,,1953185,25129125,14289494,,121,,,,,,
2020-12-21T17:00:00,ITA,25145,2731,27876,585706,613582,-9178,10872,1281258,69214,,,1964054,25217014,14331832,,161,,,,,,
2020-12-22T17:00:00,ITA,24948,2687,27635,578320,605955,-7627,13318,1301573,69842,,,1977370,25374719,14386848,,201,,,,,,
2020-12-23T17:00:00,ITA,24546,2624,27170,571646,598816,-7139,14522,1322067,70395,,,1991278,25558583,14453521,,216,,,,,,
2020-12-24T17:00:00,ITA,24070,2589,26659,566973,593632,-5184,18040,1344785,70900,,,2009317,25752360,14530706,,149,,,,,,
2020-12-25T17:00:00,ITA,23402,2584,25986,553900,579886,-13746,19037,1377109,71359,,,2028354,25904694,14597413,,165,,,,,,
2020-12-26T17:00:00,ITA,23312,2580,25892,555051,580943,1057,10431,1386213,71627,,,2038783,25986258,14631296,,133,,,,,,
2020-12-27T17:00:00,ITA,23571,2580,26151,555609,581760,817,8913,1394011,71925,,,2047696,26046137,14656053,,148,,,,,,
2020-12-28T17:00:00,ITA,23932,2565,26497,548724,575221,-6539,8585,1408686,72370,,,2056277,26114818,14685718,,167,,,,,,
2020-12-29T17:00:00,ITA,23662,2549,26211,542517,568728,-6493,11224,1425730,73029,,,2067487,26243558,14731420,,256,,,,,,
2020-12-30T17:00:00,ITA,23566,2528,26094,538301,564395,-4333,16202,1445690,73604,,,2083689,26412603,14795168,,175,,,,,,
2020-12-31T17:00:00,ITA,23151,2555,25706,544190,569896,5501,23477,1463111,74159,,,2107166,26598607,14871966,,202,,,,,,
2021-01-01T17:00:00,ITA,22822,2553,25375,549392,574767,4871,22211,1479988,74621,,,2129376,26756131,14941976,,145,,,,,,
2021-01-02T17:00:00,ITA,22948,2569,25517,551545,577062,2295,11831,1489154,74985,,,2141201,26823305,14972427,,134,,,,,,
2021-01-03T17:00:00,ITA,23075,2583,25658,550556,576214,-848,14245,1503900,75332,,,2155446,26926279,15016737,,154,,,,,,
2021-01-04T17:00:00,ITA,23317,2579,25896,544562,570458,-5756,10800,1520106,75680,,,2166244,27004272,15052154,,136,,,,,,
2021-01-05T17:00:00,ITA,23395,2569,25964,543197,569161,-1297,15378,1536129,76329,,,2181619,27139378,15106666,,202,,,,,,
2021-01-06T17:00:00,ITA,23174,2571,25745,542967,568712,-449,20331,1556356,76877,,,2201945,27317974,15182385,,183,,,,,,
2021-01-07T17:00:00,ITA,23291,2587,25878,545177,571055,2343,18020,1572015,77291,,,2220361,27439249,15235808,,156,,,,,,
2021-01-08T17:00:00,ITA,23313,2587,25900,544489,570389,-666,17533,1589590,77911,,,2237890,27579516,15292666,,187,,,,,,
2021-01-09T17:00:00,ITA,23260,2593,25853,546989,572842,2453,19978,1606630,78394,,,2257866,27751635,15359083,,183,,,,,,
2021-01-10T17:00:00,ITA,23427,2615,26042,553890,579932,7090,18627,1617804,78755,,,2276491,27891393,15422188,,181,,,,,,
2021-01-11T17:00:00,ITA,23603,2642,26245,549734,575979,-3953,12532,1633839,79203,,,2289021,27983049,15464741,,168,,,,,,
2021-01-12T17:00:00,ITA,23712,2636,26348,543692,570040,-5939,14242,1653404,79819,,,2303263,28124690,15518345,,196,,,,,,
2021-01-13T17:00:00,ITA,23525,2579,26104,538670,564774,-5266,15774,1673936,80326,,,2319036,28300119,15587971,,165,,,,,,
2021-01-14T17:00:00,ITA,23110,2557,25667,535713,561380,-3394,17246,1694051,80848,,,2336279,28460704,15656574,,164,,,,,,
2021-01-15T17:00:00,ITA,22841,2522,25363,532705,558068,-3312,16146,1713030,81325,,,2352423,28734210,15737459,,156,,,2351466,957,28617351,116859
2021-01-16T17:00:00,ITA,22784,2520,25304,532413,557717,-351,16310,1729216,81800,,,2368733,28995614,15822424,,170,,,2366912,1821,28780581,215033
2021-01-17T17:00:00,ITA,22757,2503,25260,528114,553374,-4343,12545,1745726,82177,,,2381277,29206692,15889027,,124,,,2379043,2234,28910309,296383
2021-01-18T17:00:00,ITA,22884,2544,25428,521631,547059,-6315,8825,1760489,82554,,,2390102,29365366,15937909,,142,,,2387620,2482,28997556,367810
2021-01-19T17:00:00,ITA,22699,2487,25186,510338,535524,-11535,10497,1781917,83157,,,2400598,29619436,16009790,,176,,,2397121,3477,29132944,486492
2021-01-20T17:00:00,ITA,22469,2461,24930,498623,523553,-11971,13571,1806932,83681,,,2414166,29899198,16102034,,152,,,2409616,4550,29296422,602776
2021-01-21T17:00:00,ITA,22045,2418,24463,492105,516568,-6985,14078,1827451,84202,,,2428221,30166765,16197394,,155,,,2422728,5493,29458875,707890
2021-01-22T17:00:00,ITA,21691,2390,24081,477972,502053,-14515,13633,1855127,84674,,,2441854,30431493,16279588,,144,,,2435519,6335,29608567,822926
2021-01-23T17:00:00,ITA,21403,2386,23789,475045,498834,-3219,13331,1871189,85162,,,2455185,30717824,16367107,,174,,,2447861,7324,29759716,958108
2021-01-24T17:00:00,ITA,21309,2400,23709,475569,499278,444,11629,1882074,85461,,,2466813,30934035,16443404,,120,,,2458857,7956,29893362,1040673
2021-01-25T17:00:00,ITA,21424,2421,23845,467785,491630,-7648,8562,1897861,85881,,,2475372,31060966,16494329,,150,,,2467120,8252,29962599,1098367
2021-01-26T17:00:00,ITA,21355,2372,23727,458690,482417,-9213,10593,1917117,86422,,,2485956,31317253,16567955,,162,,,2476249,9707,30087654,1229599
2021-01-27T17:00:00,ITA,21161,2352,23513,454456,477969,-4448,15204,1936289,86889,,,2501147,31611023,16656230,,115,,,2488513,12634,30255759,1355264
2021-01-28T17:00:00,ITA,20778,2288,23066,451551,474617,-3352,14372,1953509,87381,,,2515507,31886602,16752985,,102,,,2501989,13518,30420375,1466227
2021-01-29T17:00:00,ITA,20397,2270,22667,445157,467824,-6793,13574,1973388,87858,,,2529070,32155352,16834157,,148,,,2514261,14809,30565671,1589681
2021-01-30T17:00:00,ITA,20098,2218,22316,441036,463352,-4472,12715,1990152,88279,,,2541783,32453362,16923532,,132,,,2526058,15725,30718540,1734822
2021-01-31T17:00:00,ITA,20096,2215,22311,431657,453968,-9384,11252,2010548,88516,,,2553032,32666726,17005122,,97,,,2536779,16253,30840359,1826367
2021-02-01T17:00:00,ITA,20260,2252,22512,425077,447589,-6379,7925,2024523,88845,,,2560957,32809145,17053960,,145,,,2544428,16529,30916110,1893035
2021-02-02T17:00:00,ITA,20317,2214,22531,415234,437765,-9824,9660,2043500,89343,,,2570608,33053574,17129160,,158,,,2552713,17895,31041506,2012068
2021-02-03T17:00:00,ITA,20071,2145,22216,412506,434722,-3043,13189,2059248,89819,,,2583790,33332881,17222062,,133,,,2564627,19163,31199437,2133444
2021-02-04T17:00:00,ITA,19743,2151,21894,408383,430277,-4445,13659,2076928,90241,,,2597446,33603023,17315499,,147,,,2577005,20441,31350804,2252219
2021-02-05T17:00:00,ITA,19575,2142,21717,407401,429118,-1159,14218,2091923,90618,,,2611659,33873530,17411746,,132,,,2590106,21553,31499364,2374166
2021-02-06T17:00:00,ITA,19408,2110,21518,405516,427034,-2084,13442,2107061,91003,,,2625098,34155937,17626494,,144,,,2602048,23050,31648706,2507231
2021-02-07T17:00:00,ITA,19266,2107,21373,405651,427024,-10,11641,2118441,91273,,,2636738,34362726,17702105,,105,,,2613000,23738,31771821,2590905
2021-02-08T17:00:00,ITA,19527,2143,21670,397934,419604,-7420,7970,2133523,91580,,,2644707,34506996,17757000,,139,,,2620747,23960,31847929,2659067
2021-02-09T17:00:00,ITA,19512,2143,21655,392312,413967,-5637,10630,2149350,92002,,,2655319,34781259,17839716,,146,,,2629894,25425,31974515,2806744
2021-02-10T17:00:00,ITA,19280,2128,21408,388703,410111,-3856,12956,2165817,92338,,,2668266,35092253,17938333,,155,,,2641238,27028,32136820,2955433
2021-02-11T17:00:00,ITA,18942,2126,21068,383951,405019,-5092,15146,2185655,92729,,,2683403,35384786,18040938,,151,,,2655028,28375,32306585,3078201
2021-02-12T17:00:00,ITA,18736,2095,20831,381343,402174,-2845,13908,2202077,93045,,,2697296,35672405,18134000,,153,,,2667756,29540,32459557,3212848
2021-02-13T17:00:00,ITA,18500,2062,20562,380851,401413,-761,13532,2216050,93356,,,2710819,35962939,18228016,,118,,,2680068,30751,32612253,3350686
2021-02-14T17:00:00,ITA,18449,2085,20534,382249,402783,1370,11068,2225519,93577,,,2721879,36168581,18309474,,126,,,2690422,31457,32739071,3429510
2021-02-15T17:00:00,ITA,18515,2089,20604,377494,398098,-4685,7351,2237290,93835,,,2729223,36347859,18368000,,122,,,2697500,31723,32816455,3531404
2021-02-16T17:00:00,ITA,18463,2074,20537,373149,393686,-4412,10386,2251734,94171,,,2739591,36621878,18452428,,154,,,2706339,33252,32956609,3665269
2021-02-17T17:00:00,ITA,18274,2043,20317,368547,388864,-4822,12074,2268253,94540,,,2751657,36916289,18547836,,113,,,2717204,34453,33117839,3798450
2021-02-18T17:00:00,ITA,17963,2045,20008,364493,384501,-4363,13762,2286029,94882,,,2765412,37204747,18645837,,177,,,2729570,35842,33274904,3929843
2021-02-19T17:00:00,ITA,17831,2059,19890,362558,382448,-2053,15479,2303199,95235,,,2780882,37501875,18740720,,151,,,2743867,37015,33445698,4056177
2021-02-20T17:00:00,ITA,17725,2063,19788,364835,384623,2175,14931,2315687,95486,,,2795796,37807953,18842870,,137,,,2757548,38248,33600200,4207753
2021-02-21T17:00:00,ITA,17804,2094,19898,368997,388895,4272,13452,2324633,95718,,,2809246,38058939,18939451,,125,,,2770084,39162,33746297,4312642
2021-02-22T17:00:00,ITA,18155,2118,20273,367630,387903,-992,9630,2334968,95992,,,2818863,38229611,18996566,,162,,,2778918,39945,33830482,4399129
2021-02-23T17:00:00,ITA,18295,2146,20441,367507,387948,45,13314,2347866,96348,,,2832162,38533461,19085722,,197,,,2790474,41688,33973710,4559751
2021-02-24T17:00:00,ITA,18217,2157,20374,369059,389433,1485,16424,2362465,96666,,,2848564,38873708,19191527,,178,,,2804529,44035,34155158,4718550
2021-02-25T17:00:00,ITA,18257,2168,20425,375718,396143,6710,19886,2375318,96974,,,2868435,39227412,19295727,,178,,,2822664,45771,34342595,4884817
2021-02-26T17:00:00,ITA,18292,2194,20486,384178,404664,8521,20499,2387032,97227,,,2888923,39552816,19403679,,188,,,2841119,47804,34518101,5034715
2021-02-27T17:00:00,ITA,18372,2216,20588,391378,411966,7302,18916,2398352,97507,,,2907825,39875863,19513881,,163,,,2858181,49644,34681158,5194705
2021-02-28T17:00:00,ITA,18638,2231,20869,401498,422367,10401,17455,2405199,97699,,,2925265,40132887,19618332,,131,,,2874494,50771,34833703,5299184
2021-03-01T17:00:00,ITA,19112,2289,21401,402932,424333,1966,13114,2416093,97945,,,2938371,40303520,19685310,,171,,,2887097,51274,34932830,5370690
2021-03-02T17:00:00,ITA,19570,2327,21897,409099,430996,6663,17083,2426150,98288,,,2955434,40639503,19790559,,222,,,2901272,54162,35087433,5552070
2021-03-03T17:00:00,ITA,19763,2411,22174,415247,437421,6425,20884,2440218,98635,,,2976274,40998387,19906431,,222,,,2919425,56849,35279774,5718613
2021-03-04T17:00:00,ITA,20157,2475,22632,423807,446439,9018,22865,2453706,98974,,,2999119,41338022,20018633,,232,,,2940399,58720,35462826,5875196
2021-03-05T17:00:00,ITA,20374,2525,22899,433571,456470,10031,24036,2467388,99271,,,3023129,41716485,20146921,,222,,,2962077,61052,35661456,6055029
2021-03-06T17:00:00,ITA,20701,2571,23272,442540,465812,9342,23641,2481372,99578,,,3046762,42071509,20267157,,214,,,2983454,63308,35849068,6222441
2021-03-07T17:00:00,ITA,21144,2605,23749,449113,472862,7050,20765,2494839,99785,,,3067486,42342845,20375964,,161,,,3002580,64906,36013136,6329709
2021-03-08T17:00:00,ITA,21831,2700,24531,448002,472533,-329,13902,2508732,100103,,,3081368,42527529,20435513,,231,,,3015474,65894,36115564,6411965
2021-03-09T17:00:00,ITA,22393,2756,25149,453734,478883,6350,19749,2521731,100479,,,3101093,42873501,20543816,,278,,,3032381,68712,36292531,6580970
2021-03-10T17:00:00,ITA,22882,2827,25709,461365,487074,8191,22409,2535483,100811,,,3123368,43234541,20664762,,253,,,3052141,71227,36494453,6740088
2021-03-11T17:00:00,ITA,23247,2859,26106,471244,497350,10276,25673,2550483,101184,,,3149017,43606758,20793180,,266,,,3074409,74608,36702922,6903836
2021-03-12T17:00:00,ITA,23656,2914,26570,482747,509317,11967,26824,2564926,101564,,,3175807,43976394,20911246,,226,,,3098594,77213,36904071,7072323
2021-03-13T17:00:00,ITA,24153,2982,27135,492926,520061,10744,26062,2579896,101881,,,3201838,44349338,21035159,,270,,,3122044,79794,37107202,7242136
2021-03-14T17:00:00,ITA,24518,3082,27600,503666,531266,11205,21315,2589731,102145,,,3223142,44623304,21138014,,243,,,3141921,81221,37275176,7348128
2021-03-15T17:00:00,ITA,25338,3157,28495,501862,530357,-909,15267,2605538,102499,,,3238394,44802319,21197794,,243,,,3156427,81967,37381879,7420440
2021-03-16T17:00:00,ITA,26098,3256,29354,506761,536115,5758,20396,2619654,103001,,,3258770,45171694,21306662,,319,,,3173640,85130,37564451,7607243
2021-03-17T17:00:00,ITA,26517,3317,29834,509174,539008,2893,23059,2639370,103432,,,3281810,45540778,21424371,,324,,,3193783,88027,37770144,7770634
2021-03-18T17:00:00,ITA,26694,3333,30027,517483,547510,8502,24935,2655346,103855,,,3306711,45894515,21544881,,249,,,3216436,90275,37977385,7917130
2021-03-19T17:00:00,ITA,26858,3364,30222,526317,556539,9029,25735,2671638,104241,,,3332418,46259337,21662182,,244,,,3241105,91313,38182937,8076400
2021-03-20T17:00:00,ITA,27061,3387,30448,535005,565453,8914,23832,2686236,104642,,,3356331,46613817,21779015,,243,,,3261607,94724,38384580,8229237
2021-03-21T17:00:00,ITA,27484,3448,30932,540740,571672,6219,20159,2699762,104942,,,3376376,46890903,21873168,,232,,,3280621,95755,38553755,8337148
2021-03-22T17:00:00,ITA,28049,3510,31559,531508,563067,-8605,13846,2732482,105328,,,3400877,47060099,22071115,,227,,,3304516,96361,38660491,8399608
2021-03-23T17:00:00,ITA,28428,3546,31974,528680,560654,-2413,18765,2753083,105879,,,3419616,47395288,22173158,,317,,,3320537,99079,38835012,8560276
2021-03-24T17:00:00,ITA,28438,3588,32026,529282,561308,654,21267,2773215,106339,,,3440862,47759055,22288369,,300,,,3339718,101144,39048757,8710298
2021-03-25T17:00:00,ITA,28424,3620,32044,530914,562958,1650,23798,2794888,106799,,,3464645,48108527,22406066,,260,,,3361632,103013,39251933,8856594
